key	text	tooltip
effect_bundles_localised_description_dyn_dis_chaos_invasion_rift_chance_of_reward_nurgle	You can find the most horrific diseases in the realm of the Plague Lord... but everything comes at a price.	true
effect_bundles_localised_description_dyn_dis_chaos_invasion_rift_chance_of_reward_slaanesh	You can find the most pleasant surprises in the realm of the Dark Prince... but everything comes at a price.	true
effect_bundles_localised_description_dyn_dis_chaos_invasion_rift_chance_of_reward_tzeentch	You can find the most interesting mysteries in the realm of the Changer of Ways... but everything comes at a price.	true
incidents_localised_title_dyn_dis_chaos_invasion_great_vortex_undone	¡El Gran Vórtice deshecho!	true
missions_localised_title_dyn_dis_chaos_invasion_great_vortex_undone_1	La Restauración del Gran Vórtice	true
missions_localised_description_dyn_dis_chaos_invasion_great_vortex_undone_1	Without the Great Vortex, daemons of Chaos are free to roam through the whole world! Restore it before it's too late!	true
effect_bundles_localised_title_dyn_dis_chaos_invasion_great_vortex_undone	El Gran Vórtice deshecho	true
effect_bundles_localised_description_dyn_dis_chaos_invasion_great_vortex_undone	Without the Great Vortex, there's nothing stopping the daemons of chaos from entering our world.	true
effects_description_dyn_dis_chaos_invasion_great_vortex_undone_khorne	Corrupción de Khorne: %+n	true
effects_description_dyn_dis_chaos_invasion_great_vortex_undone_nurgle	Corrupción de Nurgle: %+n	true
effects_description_dyn_dis_chaos_invasion_great_vortex_undone_slaanesh	Corrupción de Slaanesh: %+n	true
effects_description_dyn_dis_chaos_invasion_great_vortex_undone_tzeench	Corrupción de Tzeentch: %+n	true
mct_dyn_dis_realm_divided_enable	Activar desastre "Reino dividido"	true
mct_dyn_dis_realm_divided_enable_tooltip	Activa/desactiva el desastre "Reino dividido"\\n\\nTu expansion descontrolada dentro de las fronteras de Gran Catay es inaceptable. Por decreto del Emperador Dragón, debes rendir tus provincias, tus ejércitos y tus riquezas al Emperador. ¿Siquiera aceptarias eso?\\n\\nSe puede desactivar tranquilamente en mitad de una campaña, si no ha comenzado todavía.	true
incidents_localised_title_dyn_dis_realm_divided_trigger	¡Un reino dividido!	true
incidents_localised_description_dyn_dis_realm_divided_trigger	A messenger has arrived from Wei-Jin with a message, directly from the Dragon Emperor:\\n\\n"Your uncontrolled expansion within Grand Cathay has gone too far.\\n\\nBy Decree of the Dragon Emperor, your ambitions shall be crushed, your cities returned to the Emperor, and your riches returned to Grand Cathay."\\n\\nAfter deliverating for some time, you give a message back to the messenger:\\n\\n"By My Decree, Grand Cathay must be surrendered to me. It's cities shall be mine, it's riches shall be mine."\\n\\nThe war has begun.	true
incidents_button_text_dyn_dis_realm_divided_trigger	Guerra entonces.	true
missions_localised_title_dyn_dis_realm_divided_united_we_stand_1	¡Grand Catay será mía!	true
missions_localised_description_dyn_dis_realm_divided_united_we_stand_1	¡Y nadie me gobernará!	true
missions_localised_title_dyn_dis_realm_divided_united_we_stand_2	Sírveme o muere	true
missions_localised_description_dyn_dis_realm_divided_united_we_stand_2	Mis enemigos sólo tienen una elección: servirme, o morir.	true
incidents_localised_title_dyn_dis_chaos_invasion_great_vortex_undone_cancel	¡El Gran Vórtice restaurado!	true
incidents_localised_description_dyn_dis_chaos_invasion_great_vortex_undone_cancel	It seems someone sane has managed to retake the inner regions of Ulthuan and restore the Vortex! While the chaos invasion is still in full swing, the vortex strength should block any new rifts outside the Chaos Wastes.	true
dilemmas_localised_description_dyn_dis_realm_divided_confederation_dilemma	After the last battle, whats left of your enemies is in front of you. Their leader, found barely alive a top a pile of corpses, kneels before your blade. But before you cut his head, it speaks: "Forgive my live, and it'll be yours to command". What do you decide? Would you confederate {{CcoCampaignEventDilemma:FirstTargetFactionNameWithIcon}}, or will you end it's life here?	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_realm_divided_confederation_dilemmaSCRIPTED_1	Estás perdonado.	true
cdir_events_dilemma_choice_details_localised_choice_label_dyn_dis_realm_divided_confederation_dilemmaSCRIPTED_2	El Emperador Dragón es piadoso. Yo no.	true
dilemmas_localised_title_dyn_dis_realm_divided_confederation_dilemma	La elección: servidumbre o muerte	true
mct_dyn_dis_automatic_difficulty_enable	Activar dificultad automática	true
mct_dyn_dis_automatic_difficulty_enable_tooltip	Activar esto cambiará la dificultad de cada desastre dependiendo de la dificultad de campaña. Al activar esta opción, los multiplicadores de dificultad personalizados y el ajuste "Max. Fin del Juego permitidos por campaña" dejarán de funcionar.	true
mct_dyn_dis_the_vermintide_enable	Activar desastre "Oleada de ratas"	true
mct_dyn_dis_the_vermintide_enable_tooltip	Activa/desactiva el desastre "Oleada de ratas".\\n\\nTrece veces trece ciclos de la luna del caos os daré. Trece veces trece lunas esperaré. ¡Id con vuestras legiones y vuestros talleres! Traedme la victoria. ¡Traedme la dominación sobre este reino mortal! Debéis ser como uno, trabajar como uno, como un enjambre desbordando las alcantarillas -- todas las ratas deben moverse en la misma dirección. Sólo entonces heredaréis las ruinas de este mundo, sólo entonces gobernaréis. ¡Trece veces trece lunas! Fallad, y todos sufrires el destino del vidente.\\n\\nSe puede desactivar tranquilamente en mitad de una campaña, pero si ya has recibido el primer aviso, el desastre continuara.	true
incidents_localised_title_dyn_dis_vermintide_stage_1_trigger	¡El Imperio Subterráneo contraataca!	true
incidents_localised_title_dyn_dis_vermintide_stage_2_trigger	¡Imperios bajo ataque!	true
incidents_localised_title_dyn_dis_vermintide_stage_3_trigger	¡La Gran Guerra de Lustria ha comenzado!	true
incidents_localised_title_dyn_dis_vermintide_stage_4_trigger	¡El Karaz Ankor bajo asedio!	true
incidents_localised_title_dyn_dis_vermintide_stage_5_trigger	¡Karaz-a-Karak bajo asedio!	true
incidents_localised_description_dyn_dis_vermintide_stage_1_trigger	As news of hordes of Skaven (they do exists!) running wild over Estalia and Tilea reached us, we found new information: Morrslieb is not bigger, is closer! And it's already affecting the winds of magic all around the world!	true
incidents_localised_description_dyn_dis_vermintide_stage_2_trigger	The Skaven are a secret no more! Hordes are pouring into the Empire, the northern coast of Arabia, and even the hearthlands of Grand Cathay!	true
incidents_localised_description_dyn_dis_vermintide_stage_3_trigger	The Great Trans-oceanic Intercontinental Tunnels have been repaired. The Skaven hordes have arrived to Lustria. The Great Lustrian War has begun!	true
incidents_localised_description_dyn_dis_vermintide_stage_4_trigger	The Karaz Ankor, the great network of dwarven Karaks spanning across the whole old World, is under siege by all sides by hordes of Skaven!	true
incidents_localised_description_dyn_dis_vermintide_stage_5_trigger	Karaz-a-Karak, the ancestral home of the Dawi, is under siege by hordes and hordes of Skaven! May this be the end of the Dawi?	true
effect_bundles_localised_description_dyn_dis_vermintide_global_effects	Morrslieb, la Luna Verde, está más cerca que nunca, nadie sabe porqué. Y los efectos de tal cercanía ya se están mostrando a lo largo y ancho del mundo.	true
effect_bundles_localised_title_dyn_dis_vermintide_global_effects	El verde brillo de Morrslieb	true
incidents_localised_title_dyn_dis_vermintide_finish_before_stage_1	¡La amenaza Skaven ha sido eliminada!	true
incidents_localised_title_dyn_dis_vermintide_finish	¡Morrslieb retrocede!	true
incidents_localised_description_dyn_dis_vermintide_finish_before_stage_1	Morrslieb parece haber vuelto a su tamaño natural. Parece que nunca sabremos qué ha causado tal fenómeno.	true
incidents_localised_description_dyn_dis_vermintide_finish	Tras toda la destrucción, Morrslieb ha vuelto a su órbita natural.	true
missions_localised_title_dyn_dis_the_vermintide_the_vermintide_1	La oleada de ratas	true
missions_localised_description_dyn_dis_the_vermintide_the_vermintide_1	The Plan of the Skaven has been revealed. For their Great Ascendancy, the world will be turn to ruins! Would you be able to resist the onslaugh?	true
effect_bundles_localised_title_dyn_dis_vermintide_early_warning	Maquinaciones secretas	true
effect_bundles_localised_description_dyn_dis_vermintide_early_warning	Algo está ocurriendo en el Imperio Subterráneo... Prepárate para lo peor.	true
mct_dyn_dis_max_total_endgames	Max. "Fin del Juego" permitidos por campaña	true
mct_dyn_dis_max_total_endgames_tooltip	Cantidad máxima de desastres "Fin del Juego" permitidos durante la duración de la campaña.	true
mct_dyn_dis_skaven_incursions_enable	Activar desastre "Incursiones Skaven"	true
mct_dyn_dis_skaven_incursions_enable_tooltip	Activa/desactiva el desastre "Incursiones Skaven".\\n\\nLos rumores hablan de ciudades de ratas humanoides bajo nuestras ciudades, y de que en tiempos de abundancia, su expansion se vuelve incontrolable. Y son esos rumores los que te han traido aquí. ¿Quieres decir algo más antes de que este Cazador de Brujas te meta una bala entre ceja y ceja?	true
mct_dyn_dis_skaven_incursions_critical_mass	Masa crítica	true
mct_dyn_dis_skaven_incursions_critical_mass_tooltip	Cantidad de expansiones del Imperio Subterráneo tras las cuales las ratas subirán a la superficie.	true
mct_dyn_dis_revive_dead_factions	Revivir facciones muertas	true
mct_dyn_dis_revive_dead_factions_tooltip	Si las facciones que ya han muerto en campaña pueden ser revividas y formar parte del desastre.	true
